,TV,radio,newspaper,sales
1,0.9786973388143856,0.989521352003961,1.9329977752557737,1.5665166585785055
2,-1.199011647569442,1.0907049779448033,0.7513127522641778,-0.6908810095372976
3,-1.519331988777839,1.5359129320845093,1.937901032612585,-0.9031149783345098
4,0.0564563564341656,1.2256164791992596,1.4083492380769322,0.8719327606967197
5,0.4002433893061816,-0.8317839149312001,1.4034459807201205,-0.20853108045272437
6,-1.619065428348219,1.7382801839661939,2.217386701950846,-1.3082889187655515
7,-1.0464781517559194,0.65224259886782,-0.30779083680712804,-0.4207650492499365
8,-0.3107973681014691,-0.23817330941159195,-0.8912784622677085,-0.15064908896257578
9,-1.6202387629314,-1.4186489453880853,-1.4110237420897382,-1.771344850686742
10,0.6231769601105605,-1.3849210700744712,-0.42056575601379487,-0.652293015210532
11,-0.9455713776023585,-1.169062668067341,-0.27346803530944686,-1.0381729584781905
12,0.7980038130045205,0.058631993348212015,-1.2639260213853902,0.6596987918995072
13,-1.4418919062878968,0.807390825310445,1.7711902824809909,-0.922408975497893
14,-0.5771443184835429,-1.0476423169383304,-1.107021785967419,-0.8259389896809783
15,0.6736303471873408,0.6589881739305429,0.7954420684754822,0.9684027465136343
16,0.571550238450599,1.6573332832135204,1.1337668260954825,1.6243986500686538
18,1.5806179799862083,1.110941703132972,1.2759612894430188,2.0102785933363125
19,-0.9091980055237493,-0.17746313384708667,-0.5627602193613312,-0.5172350350668512
20,0.007176303940566184,0.0518864182854891,-0.5235341605068384,0.11946687132478533
21,0.8414171925822156,0.3082182706689563,1.1582831128795406,0.7754627748798051
22,1.0643507633865945,-1.2162816935064007,-0.30779083680712804,-0.28570706910625615
23,-1.5662653721050768,-0.4877595867323363,0.9719593333206998,-1.6169928733796786
24,0.9575773163171288,-0.42030383610510824,-0.17540288817321487,0.2931128457952318
25,-0.9901580917632343,-0.7103635638021895,-0.5627602193613312,-0.8259389896809783
26,1.3635510820977341,-1.324210894509966,-0.503921131079592,-0.38217705492317083
27,-0.04445041771939531,0.4161474716725215,-0.8422458886995925,0.19664285997831712
28,1.0960307971324796,-0.43379498623055385,-0.3372103809479977,0.37028883444876354
29,1.1981109058692219,0.26774482029261953,-0.3372103809479977,0.9491087493502511
30,-0.8927713213592162,-0.48101401166961355,0.5404726859212787,-0.6715870123739148
31,1.7155514570520167,0.3486917210452933,0.6581508624847574,1.4314586784348244
32,-0.3964507926736778,-0.38657596079149414,0.43260102407142376,-0.40147105208655365
33,-0.5806643222330856,-1.4591223957644224,0.010920891385626009,-0.8452329868443612
34,1.3952311158436201,-0.21119100916070077,-1.4453465435874193,0.6596987918995072
35,-0.5982643409807997,-1.4658679708271454,-1.097215271253796,-0.8645269840077441
36,1.689738096222036,-1.283737444133629,-1.043279440328868,-0.22782507761610724
37,1.410484465424972,1.3942558557673301,-1.2148934478172742,2.2032185649701415
38,-0.8446646034487975,1.772008059279808,0.7807322964050475,0.13876086848816818
39,-1.2154383317339752,0.2407625200417281,0.2609870165830177,-0.7487630010274465
40,0.9540573125675859,0.9827757769412385,0.10898603852185802,1.4507526755982076
41,0.6548569938564458,-0.05604278271807586,0.0893730090946117,0.5053468145924442
42,0.3556566751453057,0.692716049244157,0.4375042814282354,0.6018168004093589
43,1.7237647991342837,0.3082182706689563,-1.3717976832352454,1.296400698291144
44,0.7064837155164073,-0.9936777164365478,-0.1655963734595917,-0.20853108045272437
