User ID,Age,EstimatedSalary,Purchased
15624510,0.02380952380952378,0.02962962962962963,0.0
15810944,0.4047619047619047,0.03703703703703702,0.0
15668575,0.19047619047619052,0.20740740740740743,0.0
15603246,0.21428571428571425,0.3111111111111111,0.0
15804002,0.02380952380952378,0.4518518518518519,0.0
15728773,0.21428571428571425,0.31851851851851853,0.0
15598044,0.21428571428571425,0.5111111111111111,0.0
15694829,0.3333333333333333,1.0,1.0
15600575,0.16666666666666669,0.1333333333333333,0.0
15727311,0.4047619047619047,0.3703703703703704,0.0
15570769,0.19047619047619052,0.48148148148148145,0.0
15606274,0.19047619047619052,0.2740740740740741,0.0
15746139,0.047619047619047616,0.5259259259259259,0.0
15704987,0.3333333333333333,0.022222222222222213,0.0
15628972,0.0,0.4962962962962963,0.0
15697686,0.2619047619047619,0.48148148148148145,0.0
15733883,0.6904761904761905,0.07407407407407406,1.0
15617482,0.6428571428571428,0.08148148148148147,1.0
15704583,0.6666666666666665,0.09629629629629628,1.0
15621083,0.7142857142857142,0.1037037037037037,1.0
15649487,0.6428571428571428,0.05185185185185186,1.0
15736760,0.6904761904761905,0.2518518518518519,1.0
15714658,0.7142857142857142,0.1925925925925926,1.0
15599081,0.6428571428571428,0.05185185185185186,1.0
15705113,0.6666666666666665,0.05925925925925925,1.0
15631159,0.6904761904761905,0.03703703703703702,1.0
15792818,0.7380952380952379,0.09629629629629628,1.0
15633531,0.6904761904761905,0.11111111111111112,1.0
15744529,0.2619047619047619,0.20740740740740743,0.0
15669656,0.3095238095238095,0.022222222222222213,0.0
15581198,0.3095238095238095,0.43703703703703706,0.0
15729054,0.21428571428571425,0.9037037037037037,1.0
15573452,0.07142857142857145,0.007407407407407404,0.0
15776733,0.23809523809523808,0.21481481481481485,0.0
15724858,0.21428571428571425,0.5555555555555555,0.0
15713144,0.4047619047619047,0.08888888888888889,0.0
15690188,0.35714285714285715,0.09629629629629628,0.0
15689425,0.28571428571428564,0.2518518518518519,0.0
15671766,0.19047619047619052,0.4222222222222222,0.0
15782806,0.21428571428571425,0.11851851851851851,0.0
15764419,0.21428571428571425,0.014814814814814795,0.0
15591915,0.35714285714285715,0.26666666666666666,0.0
15772798,0.4047619047619047,0.6888888888888889,0.0
15792008,0.28571428571428564,0.0,0.0
15715541,0.23809523809523808,0.5111111111111111,0.0
15639277,0.11904761904761901,0.03703703703703702,0.0
15798850,0.16666666666666669,0.47407407407407404,0.0
15776348,0.21428571428571425,0.2888888888888889,0.0
15727696,0.28571428571428564,0.8888888888888888,1.0
15793813,0.3095238095238095,0.548148148148148,0.0
15694395,0.14285714285714285,0.12592592592592594,0.0
15764195,0.0,0.21481481481481485,0.0
15744919,0.2619047619047619,0.5037037037037037,0.0
15671655,0.4047619047619047,0.05925925925925925,0.0
15654901,0.21428571428571425,0.31851851851851853,0.0
15649136,0.14285714285714285,0.2962962962962963,0.0
15775562,0.11904761904761901,0.24444444444444446,0.0
15807481,0.23809523809523808,0.47407407407407404,0.0
15642885,0.09523809523809518,0.022222222222222213,0.0
15789109,0.3333333333333333,0.7555555555555555,0.0
15814004,0.21428571428571425,0.03703703703703702,0.0
15673619,0.16666666666666669,0.5333333333333333,0.0
15595135,0.11904761904761901,0.37777777777777777,0.0
15583681,0.3333333333333333,0.7777777777777778,1.0
15605000,0.976190476190476,0.5037037037037037,0.0
15718071,0.14285714285714285,0.31851851851851853,0.0
15679760,0.14285714285714285,0.02962962962962963,0.0
15654574,0.11904761904761901,0.4962962962962963,0.0
15577178,0.09523809523809518,0.35555555555555557,0.0
15595324,0.3095238095238095,0.39259259259259255,0.0
15756932,0.16666666666666669,0.48148148148148145,0.0
15726358,0.14285714285714285,0.08888888888888889,0.0
15595228,0.047619047619047616,0.05925925925925925,0.0
15782530,0.35714285714285715,0.7259259259259259,0.0
